udono;udon.0o;乌龙面[wū lóng miàn],烏龍麵[wū lóng miàn]
udono;udon.0o;乌冬面[wū dōng miàn],烏冬麵[wū dōng miàn]
Ueno;uen.0o.kvartalo;上野[Shàng yě]
Ugando;ugand.U0o.GEOG;乌干达[Wū gān dá],烏干達[Wū gān dá]
ugviso;ugvis.0o;日本树莺[Rì běn shù yīng],日本樹鶯[Rì běn shù yīng]
ujo;uj.0o;盦[ān]
ujo;uj.0o;容器[róng qì]
ujo;;鍋子[guō zi],锅子[guō zi]
ujo;;陂[pí]
ujo;;盂[yú]
ujo;;壶[hú],壺[hú]
ujutna;ujutn.0a;舒适[shū shì],舒適[shū shì]
ujutna;ujutn.0a;暖烘烘[nuǎn hōng hōng]
ujutna;ujutn.0a;暖融融[nuǎn róng róng]
ujutna;ujutn.0a;舒心[shū xīn]
ujutna;ujutn.0a;舒适地[shū shì de],舒適地[shū shì de]
Ukrainio;ukraini.0o;乌克兰[Wū kè lán],烏克蘭[Wū kè lán]
Ukrainio;ukraini.0o;位于欧洲东南方[wèi yú ōu zhōu dōng nán fāng],位於歐洲東南方[wèi yú ōu zhōu dōng nán fāng]
Ukrainio;ukraini.0o;基輔是其首都[jī fǔ shì qí shǒu dū],基辅是其首都[jī fǔ shì qí shǒu dū]
Ukrainio;ukraini.0o;壽命很短就結束[shòu mìng hěn duǎn jiù jié shù],寿命很短就结束[shòu mìng hěn duǎn jiù jié shù]
ukrajna;ukrajn.0a;位于欧洲东南方[wèi yú ōu zhōu dōng nán fāng],位於歐洲東南方[wèi yú ōu zhōu dōng nán fāng]
ukrajna;ukrajn.0a;基輔是其首都[jī fǔ shì qí shǒu dū],基辅是其首都[jī fǔ shì qí shǒu dū]
ukrajna;ukrajn.0a;壽命很短就結束[shòu mìng hěn duǎn jiù jié shù],寿命很短就结束[shòu mìng hěn duǎn jiù jié shù]
ukrajno;ukrajn.0o.homo;乌克兰人[wū kè lán rén],烏克蘭人[wū kè lán rén]
Ukrajnujo;ukrajn.U0ujo;乌克兰[Wū kè lán],烏克蘭[Wū kè lán]
