sablaĵo;sabl.0ajxo;沙洲[shā zhōu]
sablaĵo;sabl.0ajxo;汀[tīng]
sablaĵo;sabl.0ajxo;浅滩[qiǎn tān],淺灘[qiǎn tān]
sablaĵo;sabl.0ajxo;沙坝[shā bà],沙壩[shā bà]
sablaĵo;sabl.0ajxo;沙滩[shā tān],沙灘[shā tān]
sablaĵo;sabl.0ajxo;沙地[shā dì]
sablero;sabl.0ero;沙子[shā zi]
sabloludejo;sabl.0ludejo;沙坑[shā kēng]
sabloludejo;sabl.0ludejo;沙场[shā chǎng],沙場[shā chǎng]
sablo;sabl.0o;沙子[shā zi]
sablo;sabl.0o;沙[shā]
sablo;sabl.0o;砂[shā]
sablo;sabl.0o;砂土[shā tǔ]
sabloŝtono;sabl.0osxtono;砺[lì],礪[lì]
sabloŝtono;sabl.0osxtono;沙岩[shā yán]
sabloŝtono;sabl.0osxtono;砂岩[shā yán]
sablujo;sabl.0ujo.cxia;沙坑[shā kēng]
sablujo;sabl.0ujo.cxia;沙场[shā chǎng],沙場[shā chǎng]
saboti;sabot.0i;捣毁[dǎo huǐ],搗毀[dǎo huǐ]
saboto;sabot.0o;破坏活动[pò huài huó dòng],破壞活動[pò huài huó dòng]
sabro;sabr.0o;军刀[jūn dāo],軍刀[jūn dāo]
sabro;sabr.0o;佩剑[pèi jiàn],佩劍[pèi jiàn]
sabro;sabr.0o;馬刀[mǎ dāo],马刀[mǎ dāo]
sacerdoto;sacerd.0o;祭司[jì sī]
sacerdoto;sacerd.0o;司祭[sī jì]
sacerdoto;sacerd.0o;司鐸[sī duó],司铎[sī duó]
sadismo;sad.0ismo;虐待狂[nu:è dài kuáng]
sadismo;sad.0ismo;施虐癖[shī nu:è pǐ]
sadismo;sad.0ismo;施虐狂[shī nu:è kuáng]
Sadamo;sadam.0o;萨达姆[Sà dá mǔ],薩達姆[Sà dá mǔ]
safiro;safir.0o;蓝宝石[lán bǎo shí],藍寶石[lán bǎo shí]
safrano;safran.0o;蕃紅花[fán hóng huā],蕃红花[fán hóng huā]
sagi;sag.0i.FIG;弹动[dàn dòng],彈動[dàn dòng]
sago;sag.0o;箭头[jiàn tóu],箭頭[jiàn tóu]
sago;sag.0o;矢[shǐ]
sago;sag.0o;箭[jiàn]
sago;sag.0o;菆[zōu]
sagujo;sag.0ujo;箭囊[jiàn nāng]
sagujo;sag.0ujo;箭筒[jiàn tǒng]
sagujo;sag.0ujo;箭袋[jiàn dài]
Sago;sag.S0o;天箭座[Tiān jiàn zuò]
sagao;saga.0o;传奇[chuán qí],傳奇[chuán qí]
sagao;saga.0o;传说中的怪物[chuán shuō zhōng de guài wù],傳說中的怪物[chuán shuō zhōng de guài wù]
sagaca;sagac.0a;慧[huì]
sagaca;sagac.0a;明智[míng zhì]
saguo;sagu.0o;西米[xī mǐ]
saĝa;sagx.0a;明智[míng zhì]
saĝa;sagx.0a;英明[yīng míng]
saĝa;sagx.0a;賢明[xián míng],贤明[xián míng]
saĝa;sagx.0a;睿智[ruì zhì]
saĝa;sagx.0a;哲[zhé]
saĝeco;sagx.0eco;智[zhì]
saĝeco;sagx.0eco;智慧[zhì huì]
saĝeco;sagx.0eco;神智[shén zhì]
saĝeco;sagx.0eco;喆[zhé]
saĝeco;sagx.0eco;聪明才智[cōng míng cái zhì],聰明才智[cōng míng cái zhì]
saĝeco;sagx.0eco;人情世故[rén qíng shì gù]
saĝeco;sagx.0eco;詝[zhǔ],𬣞[zhǔ]
saĝo;sagx.0o;智[zhì]
saĝo;sagx.0o;智慧[zhì huì]
saĝo;sagx.0o;神智[shén zhì]
saĝo;sagx.0o;喆[zhé]
saĝo;sagx.0o;人情世故[rén qíng shì gù]
saĝo;sagx.0o;詝[zhǔ],𬣞[zhǔ]
saĝulo;sagx.0ulo;哲[zhé],喆[zhé]
saĝulo;sagx.0ulo;思想家[sī xiǎng jiā]
saĝulo;sagx.0ulo.KOMUNE;智者[zhì zhě]
saĝulo;sagx.0ulo.KOMUNE;賢人[xián rén],贤人[xián rén]
komuna saĝo;sagx.komuna0o;情理[qíng lǐ]
komuna saĝo;sagx.komuna0o;常理[cháng lǐ]
komuna saĝo;sagx.komuna0o;常識[cháng shí],常识[cháng shí]
malsaĝa;sagx.mal0a;呆傻[dāi shǎ]
malsaĝa;sagx.mal0a;傻[shǎ]
