ial;ial.0;因故[yīn gù]
ial;ial.0;不知出于何种原因[bù zhī chū yú hé zhǒng yuán yīn]
iam;iam.0;一日[yī rì]
iam;iam.0;一天[yī tiān]
iam;iam.0;在某个时[zài mǒu gè shí]
kelkiam;iam.kelk0;偶尔[ǒu ěr]
kelkiam;iam.kelk0;时有[shí yǒu]
kelkiam;iam.kelk0;有时[yǒu shí]
kelkiam;iam.kelk0;不时地[bù shí de]
kelkiam;iam.kelk0;間或時而[jiàn huò shí ér]
kelkiam;iam.kelk0;隔三差五[gé sān chà wǔ]
ibekso;ibeks.0o.alpa;羱羊[yuán yáng]
ibekso;ibeks.0o.alpa;北山羊[běi shān yáng]
ibero;iber.0o;伊比利亚人[yī bǐ lì yà rén]
ibiso;ibis.0o;鹮[huán]
ibiso;ibis.0o;朱鷺科[zhū lù kē]
ibisedoj;ibised.0oj;朱鷺科[zhū lù kē]
idaro;id.0aro;后[hòu]
idaro;id.0aro;后代[hòu dài]
idaro;id.0aro;子孙[zǐ sūn]
ido;id.0o.GEN;子孙[zǐ sūn]
ido;id.0o.GEN;孺子[rú zǐ]
ido;id.0o.pranepo;子孙[zǐ sūn]
ido;id.0o.pranepo;后裔[hòu yì]
Ido;id1.0o;伊多語[yī duō yǔ]
Idaho;idah.0o;愛達荷[Aì dá hé]
Idaho;idah.0o;愛達荷州[Aì dá hé zhōu]
idearo;ide.0aro;思想[sī xiǎng]
idearo;ide.0aro;意識型態[yì shí xíng tài]
idearo;ide.0aro;意識形態[yì shí xíng tài]
idearo;ide.0aro;政治思想[zhèng zhì sī xiǎng]
idearo;ide.0aro;意識形態[yì shì xíng tài]
ideismo;ide.0ismo;唯心主义[wéi xīn zhǔ yì]
ideismo;ide.0ismo;理念論[lǐ niàn lùn]
ideismo;ide.0ismo;理想主义[lǐ xiǎng zhǔ yì]
ideismo;ide.0ismo;唯心論[wéi xīn lùn]
ideo;ide.0o;思想[sī xiǎng]
ideo;ide.0o;主意[zhǔ yi]
ideo;ide.0o;概念[gài niàn]
ideo;ide.0o;理念[lǐ niàn]
ideo;ide.0o;觀念[guān niàn]
ideo;ide.0o;意[yì]
samideano;ide.sam0ano;同調[tóng diào]
samideano;ide.sam0ano;真情[zhēn qíng]
samideano;ide.sam0ano;同道[tóng dào]
ideala;ideal.0a;理想[lǐ xiǎng]
ideala;ideal.0a;志向[zhì xiàng]
ideala;ideal.0a;天造地設[tiān zào dì shè]
idealismo;ideal.0ismo;唯心主义[wéi xīn zhǔ yì]
idealismo;ideal.0ismo;理念論[lǐ niàn lùn]
idealismo;ideal.0ismo;理想主义[lǐ xiǎng zhǔ yì]
idealismo;ideal.0ismo;唯心論[wéi xīn lùn]
idealo;ideal.0o.MAT;理想[lǐ xiǎng]
idealo;ideal.0o.MAT;志向[zhì xiàng]
identa;ident.0a;同一[tóng yī]
identa;ident.0a;相同[xiāng tóng]
identa;ident.0a;恆等[héng děng]
identa;ident.0a;全同[quán tóng]
identa;ident.0a;雷同[léi tóng]
identaĵo;ident.0ajxo.MAT;映上映射[yìng shàng yìng shè]
identaĵo;ident.0ajxo.MAT;单位算符[dān wèi suàn fú]
identaĵo;ident.0ajxo.MAT;恆等式[héng děng shì]
identeco;ident.0eco.JUR;身份[shēn fèn]
identeco;ident.0eco.JUR;心神[xīn shén]
identeco;ident.0eco.JUR;以同感[yǐ tóng gǎn]
identeco;ident.0eco.JUR;个人的身份[gè rén de shēn fèn]
identeco;ident.0eco.JUR;文化認同[wén huà rèn tóng]
identigi;ident.0igi;辨識[biàn shí]
identigi;ident.0igi;相認[xiāng rèn]
identigi;ident.0igi;辨認[biàn rèn]
identigi;ident.0igi;驗明正身[yàn míng zhèng shēn]
identigi;ident.0igi;認同[rèn tóng]
identigilo;ident.0igilo.JUR;證明文件[zhèng míng wén jiàn]
identigilo;ident.0igilo.JUR;身份證明[shēn fèn zhèng míng]
identigilo;ident.0igilo.JUR;身份證[shēn fèn zhèng]
identigilo;ident.0igilo.JUR;結單[jié dān]
idento;ident.0o.memdifino;心神[xīn shén]
ideografiaĵo;ideogr.0ajxo;形意文字[xíng yì wén zì]
ideogramo;ideogram.0o;形意文字[xíng yì wén zì]
ideologia;ideolo.0a;思想上[sī xiǎng shàng]
ideologio;ideolo.0o;思想[sī xiǎng]
ideologio;ideolo.0o;意識形態[yì shí xíng tài]
ideologio;ideolo.0o;政治思想[zhèng zhì sī xiǎng]
idilio;idili.0o;牧歌[mù gē]
idilio;idili.0o;田园生活[tián yuán shēng huó]
idilio;idili.0o;田园诗[tián yuán shī]
idilio;idili.0o;田园风光[tián yuán fēng guāng]
idiomaĵo;idiom.0ajxo;习惯用语[xí guàn yòng yǔ]
idiomo;idiom.0o;土話[tǔ huà]
idiomo;idiom.0o;白話[bái huà]
idiomo;idiom.0o;語[yǔ]
idioteco;idiot.0eco;白痴[bái chī]
idioteco;idiot.0eco;白癡[bái chī]
idioto;idiot.0o;傻子[shǎ zi]
idioto;idiot.0o;傻瓜[shǎ guā]
idioto;idiot.0o;呆子[dāi zi]
idioto;idiot.0o;呆瓜[dāi guā]
idioto;idiot.0o;憨子[hān zi]
idioto;idiot.0o;笨蛋[bèn dàn]
idioto;idiot.0o;痴[chī]
idioto;idiot.0o;二屄[èr bī]
idolo;idol.0o;偶像[ǒu xiàng]
idolo;idol.0o.REL;偶象[ǒu xiàng]
idolo;idol.0o.REL;神像[shén xiàng]
idolo;idol.0o.REL;愛豆[ài dòu]
ie;ie.0;某地[mǒu dì]
ie;ie.0;某处[mǒu chù]
ien;ie.0n;无论何处[wú lùn hé chù]
ien;ie.0n;某一个[mǒu yī gè]
ien;;无论何处[wú lùn hé chù]
iel;iel.0;不知何故[bù zhī hé gù]
iFono;ifon.0o;愛瘋[ài Fēng]
iFono;ifon.0o;苹果手机[píng guǒ shǒu jī]
igi;ig.0i;使得[shǐ de]
igi;ig.0i;使行[shǐ xíng]
igi;ig.0i;使[shǐ]
igluo;igl.0o;冰屋[bīng wū]
ignamo;ignam.0o;山药[shān yao]
ignori;ignor.0i;沒注意到[méi zhù yì dào]
ignori;ignor.0i;无视[wú shì]
ignori;ignor.0i;忽視[hū shì]
ignori;ignor.0i;不理[bù lǐ]
igvano;igvan.0o;鬣蜥[liè xī]
igvanodonto;igvano.0o;禽龍[qín lóng]
iĝi;igx.0i;变得[biàn de]
iĝi;igx.0i;成为[chéng wéi]
iĝi;igx.0i;化作[huà zuò]
iĝi;igx.0i;化为[huà wéi]
iĝi;igx.0i;变成[biàn chéng]
iĥtiokolo;ihxtio.0o;魚膠[yú jiāo]
iĥtiosaŭro;ihxtio1.0o;魚龍[yú lóng]
ikebano;ikeban.0o;插花[chā huā]
ikono;ikon.0o;圣像[shèng xiàng]
iksodo;iksod.0o;蜱[pí]
iksodo;iksod.0o;扁虱[biǎn shī]
ikto;ikt.0o.MED;瞬間衝動[shùn jiān chōng dòng]
